Match,Venue,Times,Country,Against_Country,Scored_total,Player,Bat_Status_,Runs_scored,Ball_scored,scored_4s,scored_6s,scored_SR,Overs_Conseded,MOvers_Conseded,Runs_Conseded,Wickets_Conseded,NB_Conseded,WD_Conseded,ECO_Conseded
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Nepal,Netherlands, 106-10 (19.2 Ov) ,Sagar Dhakal,not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Nepal,Netherlands, 106-10 (19.2 Ov) ,Abinash Bohara,c and b van Beek,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Netherlands,Nepal, 109-4 (18.4 Ov) ,Michael Levitt,c Dipendra Singh b Sompal Kami,1.0,3.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Netherlands,Nepal, 109-4 (18.4 Ov) ,Max ODowd,not out,54.0,48.0,4.0,1.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Netherlands,Nepal, 109-4 (18.4 Ov) ,Vikramjit Singh,lbw b Dipendra Singh,22.0,28.0,4.0,0.0,78.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Netherlands,Nepal, 109-4 (18.4 Ov) ,Sybrand Engelbrecht,run out (Sompal Kami),14.0,16.0,1.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Netherlands,Nepal, 109-4 (18.4 Ov) ,Scott Edwards (c & wk),b Abinash Bohara,5.0,8.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs Nepal,"Grand Prairie Stadium, Dallas ","Jun 04, 10:30 AM LOCAL  ",Netherlands,Nepal, 109-4 (18.4 Ov) ,Bas de Leede,not out,11.0,10.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Balbirnie,b Arshdeep Singh,5.0,10.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Stirling (c),c Pant b Arshdeep Singh,2.0,6.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Lorcan Tucker (wk),b Hardik Pandya,10.0,13.0,2.0,0.0,76.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Harry Tector,c Kohli b Bumrah,4.0,16.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Curtis Campher,c Pant b Hardik Pandya,12.0,8.0,1.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Dockrell,c Bumrah b Siraj,3.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Delany,run out (Siraj/Pant),26.0,14.0,2.0,2.0,185.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Mark Adair,c Shivam Dube b Hardik Pandya,3.0,2.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Barry McCarthy,c and b Axar,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Joshua Little,b Bumrah,14.0,13.0,2.0,0.0,107.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",Ireland,India, 96-10 (16 Ov) ,Benjamin White,not out,2.0,4.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",India,Ireland, 97-2 (12.2 Ov) ,Rohit Sharma (c),retd hurt,52.0,37.0,4.0,3.0,140.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",India,Ireland, 97-2 (12.2 Ov) ,Virat Kohli,c Benjamin White b Mark Adair,1.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",India,Ireland, 97-2 (12.2 Ov) ,Rishabh Pant (wk),not out,36.0,26.0,3.0,2.0,138.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",India,Ireland, 97-2 (12.2 Ov) ,Suryakumar Yadav,c Dockrell b Benjamin White,2.0,4.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 05, 10:30 AM LOCAL  ",India,Ireland, 97-2 (12.2 Ov) ,Shivam Dube,not out,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Assad Vala (c),lbw b Alpesh Ramjani,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Tony Ura,c Mukasa b Cosmas Kyewuta,1.0,6.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Sese Bau,c Mukasa b Juma Miyagi,5.0,9.0,1.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Lega Siaka,run out (Cosmas Kyewuta/Simon Ssesazi),12.0,17.0,1.0,0.0,70.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Hiri Hiri,lbw b Nsubuga,15.0,19.0,2.0,0.0,78.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Charles Amini,b Nsubuga,5.0,14.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Kiplin Doriga (wk),lbw b Alpesh Ramjani,12.0,20.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Chad Soper,b Masaba,4.0,11.0,0.0,0.0,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Norman Vanua,c Simon Ssesazi b Cosmas Kyewuta,5.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,Alei Nao,b Juma Miyagi,5.0,6.0,0.0,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Papua New Guinea,Uganda, 77-10 (19.1 Ov) ,John Kariko,not out,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Roger Mukasa,lbw b Alei Nao,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Simon Ssesazi (wk),lbw b Alei Nao,1.0,3.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Robinson Obuya,c Assad Vala b Norman Vanua,1.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Riazat Ali Shah,c John Kariko b Norman Vanua,33.0,56.0,1.0,0.0,58.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Alpesh Ramjani,b Chad Soper,8.0,10.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Dinesh Nakrani,c and b Assad Vala,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Juma Miyagi,run out (Norman Vanua/Alei Nao),13.0,16.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Kenneth Waiswa,not out,7.0,16.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea vs Uganda,"Providence Stadium, Guyana ","Jun 05, 07:30 PM LOCAL  ",Uganda,Papua New Guinea, 78-7 (18.2 Ov) ,Brian Masaba (c),not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Australia,Oman, 164-5 (20 Ov) ,Warner,c Shoaib Khan b Kaleemullah,56.0,51.0,6.0,1.0,109.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Australia,Oman, 164-5 (20 Ov) ,Head,c Khalid Kail b Bilal Khan,12.0,10.0,2.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Australia,Oman, 164-5 (20 Ov) ,Mitchell Marsh (c),c Shoaib Khan b Mehran Khan,14.0,21.0,2.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Australia,Oman, 164-5 (20 Ov) ,Maxwell,c Aqib Ilyas b Mehran Khan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Australia,Oman, 164-5 (20 Ov) ,Stoinis,not out,67.0,36.0,2.0,6.0,186.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Australia,Oman, 164-5 (20 Ov) ,Tim David,run out (Ayaan Khan/Pratik Athavale),9.0,4.0,2.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Kashyap Prajapati,lbw b Nathan Ellis,7.0,16.0,1.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Pratik Athavale (wk),lbw b Starc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Aqib Ilyas (c),c Wade b Stoinis,18.0,18.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Zeeshan Maqsood,c Wade b Stoinis,1.0,7.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Khalid Kail,c Maxwell b Starc,8.0,12.0,1.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Ayaan Khan,c Hazlewood b Zampa,36.0,30.0,2.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Shoaib Khan,b Zampa,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Mehran Khan,c Tim David b Stoinis,27.0,16.0,1.0,2.0,168.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Shakeel Ahmed,c Warner b Nathan Ellis,11.0,10.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Kaleemullah,not out,6.0,4.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Oman,"Kensington Oval, Bridgetown, Barbados ","Jun 05, 08:30 PM LOCAL  ",Oman,Australia, 125-9 (20 Ov) ,Bilal Khan,not out,1.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Rizwan (wk),c Steven Taylor b Netravalkar,9.0,8.0,0.0,1.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Babar Azam (c),lbw b Jasdeep Singh,44.0,43.0,3.0,2.0,102.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Usman Khan,c NR Kumar b Nosthush Kenjige,3.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Fakhar Zaman,c Steven Taylor b Ali Khan,11.0,7.0,0.0,1.0,157.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Shadab Khan,c Netravalkar b Nosthush Kenjige,40.0,25.0,1.0,3.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Azam Khan,lbw b Nosthush Kenjige,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Iftikhar Ahmed,lbw b Netravalkar,18.0,14.0,3.0,0.0,128.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Shaheen Afridi,not out,23.0,16.0,1.0,2.0,143.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",Pakistan,United States, 159-7 (20 Ov) ,Haris Rauf,not out,3.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",United States,Pakistan, 159-3 (20 Ov) ,Steven Taylor,c Rizwan b Naseem Shah,12.0,16.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",United States,Pakistan, 159-3 (20 Ov) ,Monank Patel (c & wk),c Rizwan b Amir,50.0,38.0,7.0,1.0,131.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",United States,Pakistan, 159-3 (20 Ov) ,Andries Gous,b Haris Rauf,35.0,26.0,5.0,1.0,134.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",United States,Pakistan, 159-3 (20 Ov) ,Aaron Jones,not out,36.0,26.0,2.0,2.0,138.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs Pakistan,"Grand Prairie Stadium, Dallas ","Jun 06, 10:30 AM LOCAL  ",United States,Pakistan, 159-3 (20 Ov) ,Nitish Kumar,not out,14.0,14.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Kotze,c Brandon McMullen b Wheal,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Niko Davin,c Bradley Currie b Christopher Sole,20.0,12.0,4.0,0.0,166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Jan Frylinck,b Bradley Currie,12.0,14.0,2.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Gerhard Erasmus (c),st Matthew Cross b Michael Leask,52.0,31.0,5.0,2.0,167.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Malan Kruger,c Michael Jones b Chris Greaves,2.0,8.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Zane Green (wk),c Michael Jones b Wheal,28.0,27.0,1.0,1.0,103.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Wiese,c Mark Watt b Wheal,14.0,13.0,0.0,1.0,107.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Trumpelmann,c Wheal b Bradley Currie,1.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Smit,run out (Michael Jones/Wheal),11.0,8.0,0.0,1.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Bernard Scholtz,not out,6.0,4.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Namibia,Scotland, 155-9 (20 Ov) ,Tangeni Lungameni,not out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Scotland,Namibia, 157-5 (18.3 Ov) ,George Munsey,c Wiese b Tangeni Lungameni,7.0,15.0,0.0,0.0,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Scotland,Namibia, 157-5 (18.3 Ov) ,Michael Jones,c Zane Green b Gerhard Erasmus,26.0,20.0,3.0,1.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Scotland,Namibia, 157-5 (18.3 Ov) ,Brandon McMullen,st Zane Green b Gerhard Erasmus,19.0,17.0,2.0,0.0,111.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Scotland,Namibia, 157-5 (18.3 Ov) ,Richie Berrington (c),not out,47.0,35.0,2.0,2.0,134.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Scotland,Namibia, 157-5 (18.3 Ov) ,Matthew Cross (wk),lbw b Bernard Scholtz,3.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Scotland,Namibia, 157-5 (18.3 Ov) ,Michael Leask,c Wiese b Trumpelmann,35.0,17.0,0.0,4.0,205.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia vs Scotland,"Kensington Oval, Bridgetown, Barbados ","Jun 06, 03:00 PM LOCAL  ",Scotland,Namibia, 157-5 (18.3 Ov) ,Chris Greaves,not out,4.0,3.0,0.0,0.0,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 07, 10:30 AM LOCAL  ",Canada,Ireland, 137-7 (20 Ov) ,Aaron Johnson,c Curtis Campher b Craig Young,14.0,13.0,3.0,0.0,107.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 07, 10:30 AM LOCAL  ",Canada,Ireland, 137-7 (20 Ov) ,Navneet Dhaliwal,c Dockrell b Mark Adair,6.0,10.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada vs Ireland,"Nassau County International Cricket Stadium, New York ","Jun 07, 10:30 AM LOCAL  ",Canada,Ireland, 137-7 (20 Ov) ,Pargat Singh,c Joshua Little b Craig Young,18.0,14.0,2.0,0.0,128.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
