Match,Venue,Times,Country,Against_Country,Scored_total,Player,Bat_Status_,Runs_scored,Ball_scored,scored_4s,scored_6s,scored_SR,Overs_Conseded,MOvers_Conseded,Runs_Conseded,Wickets_Conseded,NB_Conseded,WD_Conseded,ECO_Conseded
New Zealand vs Afghanistan,"Providence Stadium, Guyana ","Jun 07, 07:30 PM LOCAL  ",New Zealand,Afghanistan, 75-10 (15.2 Ov) ,Matt Henry,c Karim Janat b Fazalhaq Farooqi,12.0,17.0,0.0,1.0,70.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Afghanistan,"Providence Stadium, Guyana ","Jun 07, 07:30 PM LOCAL  ",New Zealand,Afghanistan, 75-10 (15.2 Ov) ,Lockie Ferguson,c and b Rashid Khan,2.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Afghanistan,"Providence Stadium, Guyana ","Jun 07, 07:30 PM LOCAL  ",New Zealand,Afghanistan, 75-10 (15.2 Ov) ,Trent Boult,not out,3.0,7.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Pathum Nissanka,c Shanto b Mustafizur,47.0,28.0,7.0,1.0,167.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Kusal Mendis (wk),b Taskin Ahmed,10.0,8.0,2.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Kamindu Mendis,c Tanzim Hasan Sakib b Mustafizur,4.0,5.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Dhananjaya de Silva,st Litton Das b Rishad Hossain,21.0,26.0,1.0,0.0,80.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Asalanka,c Shakib b Rishad Hossain,19.0,21.0,1.0,1.0,90.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,W Hasaranga (c),c Soumya Sarkar b Rishad Hossain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Mathews,c Mustafizur b Tanzim Hasan Sakib,16.0,19.0,1.0,0.0,84.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Shanaka,c Litton Das b Taskin Ahmed,3.0,7.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,M Theekshana,c Tanzim Hasan Sakib b Mustafizur,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,Matheesha Pathirana,not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Sri Lanka,Bangladesh, 124-9 (20 Ov) ,N Thushara,not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Tanzid Hasan,b N Thushara,3.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Soumya Sarkar,c W Hasaranga b Dhananjaya de Silva,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Litton Das (wk),lbw b W Hasaranga,36.0,38.0,2.0,1.0,94.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Najmul Hossain Shanto (c),c Asalanka b N Thushara,7.0,13.0,0.0,0.0,53.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Towhid Hridoy,lbw b W Hasaranga,40.0,20.0,1.0,4.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Shakib Al Hasan,c M Theekshana b Matheesha Pathirana,8.0,14.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Mahmudullah,not out,16.0,13.0,0.0,1.0,123.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Rishad Hossain,b N Thushara,1.0,3.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Taskin Ahmed,lbw b N Thushara,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Bangladesh,"Grand Prairie Stadium, Dallas ","Jun 07, 07:30 PM LOCAL  ",Bangladesh,Sri Lanka, 125-8 (19 Ov) ,Tanzim Hasan Sakib,not out,1.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Michael Levitt,c de Kock b Marco Jansen,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Max ODowd,c Marco Jansen b Ottneil Baartman,2.0,6.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Vikramjit Singh,b Marco Jansen,12.0,17.0,1.0,0.0,70.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Sybrand Engelbrecht,c Marco Jansen b Ottneil Baartman,40.0,45.0,2.0,1.0,88.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Bas de Leede,c David Miller b Nortje,6.0,16.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Edwards (c & wk),run out (Markram),10.0,9.0,0.0,1.0,111.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Teja Nidamanuru,c Klaasen b Nortje,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,van Beek,c Nortje b Ottneil Baartman,23.0,22.0,3.0,0.0,104.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,Tim Pringle,c Markram b Ottneil Baartman,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",Netherlands,South Africa, 103-9 (20 Ov) ,van Meekeren,not out,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,Reeza Hendricks,b van Beek,3.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,Quinton de Kock (wk),run out (van Meekeren/Max ODowd),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,Aiden Markram (c),c Edwards b Kingma,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,Tristan Stubbs,c van Beek b Bas de Leede,33.0,37.0,1.0,1.0,89.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,Heinrich Klaasen,c Tim Pringle b Kingma,4.0,7.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,David Miller,not out,59.0,51.0,3.0,4.0,115.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,Marco Jansen,b van Beek,3.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands vs South Africa,"Nassau County International Cricket Stadium, New York ","Jun 08, 10:30 AM LOCAL  ",South Africa,Netherlands, 106-6 (18.5 Ov) ,Keshav Maharaj,not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Head,b Jofra Archer,34.0,18.0,2.0,3.0,188.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Warner,b Moeen,39.0,16.0,2.0,4.0,243.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Mitchell Marsh (c),st Jos Buttler b Livingstone,35.0,25.0,2.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Maxwell,c Salt b Adil Rashid,28.0,25.0,3.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Stoinis,c Harry Brook b Chris Jordan,30.0,17.0,2.0,2.0,176.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Tim David,c Livingstone b Chris Jordan,11.0,8.0,0.0,1.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Wade (wk),not out,17.0,10.0,3.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Cummins,run out (Jos Buttler/Chris Jordan),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",Australia,England, 201-7 (20 Ov) ,Mitchell Starc,not out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Philip Salt,b Zampa,37.0,23.0,4.0,2.0,160.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Jos Buttler (c & wk),c Cummins b Zampa,42.0,28.0,5.0,2.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Will Jacks,c Mitchell Starc b Stoinis,10.0,10.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Jonny Bairstow,c Maxwell b Hazlewood,7.0,13.0,0.0,0.0,53.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Moeen Ali,c Warner b Cummins,25.0,15.0,0.0,3.0,166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Harry Brook,not out,20.0,16.0,2.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Liam Livingstone,c Mitchell Starc b Cummins,15.0,12.0,0.0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs England,"Kensington Oval, Bridgetown, Barbados ","Jun 08, 01:00 PM LOCAL  ",England,Australia, 165-6 (20 Ov) ,Chris Jordan,not out,1.0,3.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",West Indies,Uganda, 173-5 (20 Ov) ,Brandon King,b Alpesh Ramjani,13.0,8.0,2.0,0.0,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",West Indies,Uganda, 173-5 (20 Ov) ,J Charles,c Alpesh Ramjani b Dinesh Nakrani,44.0,42.0,4.0,2.0,104.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",West Indies,Uganda, 173-5 (20 Ov) ,Pooran (wk),c and b Masaba,22.0,17.0,0.0,3.0,129.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",West Indies,Uganda, 173-5 (20 Ov) ,Rovman Powell (c),c Robinson Obuya b Masaba,23.0,18.0,1.0,1.0,127.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",West Indies,Uganda, 173-5 (20 Ov) ,Sherfane Rutherford,b Cosmas Kyewuta,22.0,16.0,2.0,1.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",West Indies,Uganda, 173-5 (20 Ov) ,Russell,not out,30.0,17.0,6.0,0.0,176.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",West Indies,Uganda, 173-5 (20 Ov) ,Romario Shepherd,not out,5.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Roger Mukasa,lbw b Akeal Hosein,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Simon Ssesazi (wk),c Alzarri Joseph b Romario Shepherd,4.0,3.0,1.0,0.0,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Robinson Obuya,b Russell,6.0,8.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Alpesh Ramjani,lbw b Akeal Hosein,5.0,6.0,1.0,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Kenneth Waiswa,lbw b Akeal Hosein,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Riazat Ali Shah,b Akeal Hosein,3.0,8.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Dinesh Nakrani,b Akeal Hosein,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Brian Masaba (c),c Pooran b Alzarri Joseph,1.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Juma Miyagi,not out,13.0,20.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Cosmas Kyewuta,lbw b Motie,1.0,6.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Uganda,"Providence Stadium, Guyana ","Jun 08, 08:30 PM LOCAL  ",Uganda,West Indies, 39-10 (12 Ov) ,Frank Nsubuga,b Alzarri Joseph,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Rohit (c),c Haris Rauf b Shaheen Afridi,13.0,12.0,1.0,1.0,108.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Kohli,c Usman Khan b Naseem Shah,4.0,3.0,1.0,0.0,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Pant (wk),c Babar Azam b Amir,42.0,31.0,6.0,0.0,135.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Axar,b Naseem Shah,20.0,18.0,2.0,1.0,111.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Suryakumar Yadav,c Amir b Haris Rauf,7.0,8.0,1.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Shivam Dube,c and b Naseem Shah,3.0,9.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Hardik Pandya,c Iftikhar Ahmed b Haris Rauf,7.0,12.0,1.0,0.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Ravindra Jadeja,c Imad Wasim b Amir,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Arshdeep Singh,run out (Babar Azam/Rizwan),9.0,13.0,1.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Bumrah,c Imad Wasim b Haris Rauf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",India,Pakistan, 119-10 (19 Ov) ,Siraj,not out,7.0,7.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Mohammad Rizwan (wk),b Bumrah,31.0,44.0,1.0,1.0,70.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Babar Azam (c),c Suryakumar Yadav b Bumrah,13.0,10.0,2.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Usman Khan,lbw b Axar,13.0,15.0,1.0,0.0,86.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Fakhar Zaman,c Pant b Hardik Pandya,13.0,8.0,1.0,1.0,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Imad Wasim,c Pant b Arshdeep Singh,15.0,23.0,1.0,0.0,65.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Shadab Khan,c Pant b Hardik Pandya,4.0,7.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Iftikhar Ahmed,c Arshdeep Singh b Bumrah,5.0,9.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Shaheen Afridi,not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
